"","description","statusesCount","followersCount","favoritesCount","friendsCount","url","name","created","protected","verified","screenName","location","lang","id","listedCount","followRequestSent","profileImageUrl"
"1","Electric cars, giant batteries and solar",7583,4484886,3265,76,"https://t.co/MxFwoUXrrG","Tesla",2008-02-10 01:12:32,FALSE,TRUE,"Tesla","",NA,"13298072",13875,FALSE,"http://pbs.twimg.com/profile_images/489192650474414080/4RxZxsud_normal.png"
