"","Fecha","Open","Close","Sentimiento_Positivo","Neutro+Negativo"
"1095",2018-10-10,264.609985,256.880005,"0",1
"1096",2018-10-11,257.529999,252.229996,"0",1
"1097",2018-10-12,261,258.779999,"0",1
"1100",2018-10-17,282.399994,271.779999,NA,NA
"1101",2018-10-18,269.290009,263.910004,"1",2
"1102",2018-10-19,267.390015,260,"0",3
"1105",2018-10-24,301.049988,288.5,NA,NA
"1106",2018-10-25,317.220001,314.859985,NA,NA
"1108",2018-10-29,337.470001,334.850006,NA,NA
"1118",2018-11-12,348.369995,331.279999,NA,NA
"1123",2018-11-19,356.339996,353.470001,"0",1
"1125",2018-11-21,352,338.190002,NA,NA
"1126",2018-11-23,334.350006,325.829987,"0",1
"1130",2018-11-29,347,341.170013,"0",1
"1132",2018-12-03,360,358.48999,NA,NA
"1135",2018-12-07,369,357.970001,"0",5
"1137",2018-12-11,369.910004,366.76001,"0",2
"1138",2018-12-12,369.420013,366.600006,"1",1
"1140",2018-12-14,375,365.709991,"2",0
"1141",2018-12-17,362,348.420013,"0",1
"1142",2018-12-18,350.540009,337.029999,NA,NA
"1143",2018-12-19,337.600006,332.970001,NA,NA
"1144",2018-12-20,327.049988,315.380005,"0",3
"1146",2018-12-24,313.5,295.390015,NA,NA
"1148",2018-12-27,319.839996,316.130005,"0",2
"1150",2018-12-31,337.790009,332.799988,NA,NA
"1152",2019-01-03,307,300.359985,NA,NA
"1155",2019-01-08,341.959991,335.350006,"0",1
"1159",2019-01-14,342.380005,334.399994,"2",0
"1163",2019-01-18,323,302.26001,"0",3
"1164",2019-01-22,304.820007,298.920013,"0",1
"1165",2019-01-23,292.5,287.589996,"0",2
"1173",2019-02-04,312.980011,312.890015,"0",1
"1175",2019-02-06,319.589996,317.220001,"0",2
"1176",2019-02-07,313.299988,307.51001,"1",4
"1177",2019-02-08,306.829987,305.799988,"1",2
"1179",2019-02-12,316.200012,311.809998,"0",1
"1180",2019-02-13,312.350006,308.170013,"0",2
"1183",2019-02-19,306.559998,305.640015,"0",1
"1184",2019-02-20,304.410004,302.559998,NA,NA
"1185",2019-02-21,301.809998,291.230011,"1",1
"1191",2019-03-01,306.940002,294.790009,"1",4
"1192",2019-03-04,298.119995,285.359985,"0",2
"1193",2019-03-05,282,276.540009,"0",4
"1194",2019-03-06,276.480011,276.23999,"1",0
"1195",2019-03-07,278.839996,276.589996,"0",2
"1198",2019-03-12,286.48999,283.359985,"1",1
"1200",2019-03-14,292.450012,289.959991,"1",3
"1201",2019-03-15,283.51001,275.429993,"0",5
"1202",2019-03-18,276,269.48999,"0",1
"1203",2019-03-19,267.5,267.470001,"0",3
"1206",2019-03-22,272.579987,264.529999,"0",2
"1213",2019-04-02,288.299988,285.880005,"0",2
"1217",2019-04-08,277.690002,273.200012,"0",5
"1219",2019-04-10,276.73999,276.059998,"0",1
"1221",2019-04-12,270.220001,267.700012,"0",4
"1222",2019-04-15,268.630005,266.380005,"1",5
"1224",2019-04-17,274.75,271.230011,"0",2
"1226",2019-04-22,269,262.75,"0",1
"1228",2019-04-24,263.850006,258.660004,"2",5
"1229",2019-04-25,255,247.630005,"0",2
"1230",2019-04-26,246.5,235.139999,"3",2
"1232",2019-04-30,242.059998,238.690002,"0",1
"1233",2019-05-01,238.850006,234.009995,"0",5
"1234",2019-05-02,245.520004,244.100006,NA,NA
"1237",2019-05-07,256.799988,247.059998,"7",28
"1238",2019-05-08,246.940002,244.839996,"3",20
"1239",2019-05-09,242,241.979996,"5",33
"1240",2019-05-10,239.75,239.520004,"4",23
"1241",2019-05-13,232.009995,227.009995,NA,NA
"1244",2019-05-16,229.490005,228.330002,"1",8
"1245",2019-05-17,221.960007,211.029999,"3",8
"1248",2019-05-22,199.100006,192.729996,"0",2
"1250",2019-05-24,199.830002,190.630005,"1",2
"1251",2019-05-28,191.199997,188.699997,NA,NA
"1253",2019-05-30,188.75,188.220001,"0",2
